 code lot_size stock_name
0 SH.600000 100 浦发银行
1 SH.600016 100 民生银行
2 SH.600019 100 宝钢股份
3 SH.600028 100 中国石化
4 SH.600029 100 南方航空
5 SH.600030 100 中信证券
6 SH.600036 100 招商银行
7 SH.600048 100 保利地产
8 SH.600050 100 中国联通
9 SH.600104 100 上汽集团
10 SH.600111 100 北方稀土
11 SH.600309 100 万华化学
12 SH.600340 100 华夏幸福
13 SH.600518 100 康美药业
14 SH.600519 100 贵州茅台
15 SH.600547 100 山东黄金
16 SH.600606 100 绿地控股
17 SH.600837 100 海通证券
18 SH.600887 100 伊利股份
19 SH.600919 100 江苏银行
20 SH.600958 100 东方证券
21 SH.600999 100 招商证券
22 SH.601006 100 大秦铁路
23 SH.601088 100 中国神华
24 SH.601166 100 兴业银行
25 SH.601169 100 北京银行
26 SH.601186 100 中国铁建
27 SH.601211 100 国泰君安
28 SH.601229 100 上海银行
29 SH.601288 100 农业银行
30 SH.601318 100 中国平安
31 SH.601328 100 交通银行
32 SH.601336 100 新华保险
33 SH.601390 100 中国中铁
34 SH.601398 100 工商银行
35 SH.601601 100 中国太保
36 SH.601628 100 中国人寿
37 SH.601668 100 中国建筑
38 SH.601669 100 中国电建
39 SH.601688 100 华泰证券
40 SH.601766 100 中国中车
41 SH.601800 100 中国交建
42 SH.601818 100 光大银行
43 SH.601857 100 中国石油
44 SH.601878 100 浙商证券
45 SH.601881 100 中国银河
46 SH.601985 100 中国核电
47 SH.601988 100 中国银行
48 SH.601989 100 中国重工
49 SH.603993 100 洛阳钼业
