 code lot_size stock_name
0 SH.600000 100 浦发银行
1 SH.600004 100 白云机场
2 SH.600006 100 东风汽车
3 SH.600008 100 首创股份
4 SH.600009 100 上海机场
5 SH.600010 100 包钢股份
6 SH.600011 100 华能国际
7 SH.600015 100 华夏银行
8 SH.600016 100 民生银行
9 SH.600017 100 日照港
10 SH.600018 100 上港集团
11 SH.600019 100 宝钢股份
12 SH.600021 100 上海电力
13 SH.600022 100 山东钢铁
14 SH.600023 100 浙能电力
15 SH.600026 100 中远海能
16 SH.600027 100 华电国际
17 SH.600028 100 中国石化
18 SH.600029 100 南方航空
19 SH.600030 100 中信证券
20 SH.600031 100 三一重工
21 SH.600036 100 招商银行
22 SH.600038 100 中直股份
23 SH.600039 100 四川路桥
24 SH.600048 100 保利地产
25 SH.600050 100 中国联通
26 SH.600058 100 五矿发展
27 SH.600060 100 海信电器
28 SH.600061 100 国投资本
29 SH.600062 100 华润双鹤
30 SH.600066 100 宇通客车
31 SH.600068 100 葛洲坝
32 SH.600072 100 中船科技
33 SH.600084 100 中葡股份
34 SH.600085 100 同仁堂
35 SH.600086 100 东方金钰
36 SH.600089 100 特变电工
37 SH.600096 100 云天化
38 SH.600098 100 广州发展
39 SH.600100 100 同方股份
40 SH.600104 100 上汽集团
41 SH.600108 100 亚盛集团
42 SH.600109 100 国金证券
43 SH.600111 100 北方稀土
44 SH.600115 100 东方航空
45 SH.600116 100 三峡水利
46 SH.600118 100 中国卫星
47 SH.600120 100 浙江东方
48 SH.600122 100 宏图高科
49 SH.600123 100 兰花科创
50 SH.600125 100 铁龙物流
51 SH.600138 100 中青旅
52 SH.600143 100 金发科技
53 SH.600151 100 航天机电
54 SH.600153 100 建发股份
55 SH.600155 100 宝硕股份
56 SH.600158 100 中体产业
57 SH.600160 100 巨化股份
58 SH.600166 100 福田汽车
59 SH.600169 100 太原重工
60 SH.600170 100 上海建工
61 SH.600171 100 上海贝岭
62 SH.600172 100 黄河旋风
63 SH.600175 100 美都能源
64 SH.600176 100 中国巨石
65 SH.600177 100 雅戈尔
66 SH.600183 100 生益科技
67 SH.600187 100 国中水务
68 SH.600188 100 兖州煤业
69 SH.600200 100 江苏吴中
70 SH.600206 100 有研新材
71 SH.600208 100 新湖中宝
72 SH.600210 100 紫江企业
73 SH.600216 100 浙江医药
74 SH.600219 100 南山铝业
75 SH.600221 100 海航控股
76 SH.600230 100 沧州大化
77 SH.600236 100 桂冠电力
78 SH.600255 100 梦舟股份
79 SH.600256 100 广汇能源
80 SH.600259 100 广晟有色
81 SH.600266 100 北京城建
82 SH.600267 100 海正药业
83 SH.600269 100 赣粤高速
84 SH.600270 100 外运发展
85 SH.600277 100 亿利洁能
86 SH.600280 100 中央商场
87 SH.600282 100 南钢股份
88 SH.600284 100 浦东建设
89 SH.600288 100 大恒科技
90 SH.600289 100 ST信通
91 SH.600291 100 西水股份
92 SH.600292 100 远达环保
93 SH.600297 100 广汇汽车
94 SH.600307 100 酒钢宏兴
95 SH.600309 100 万华化学
96 SH.600312 100 平高电气
97 SH.600316 100 洪都航空
98 SH.600317 100 营口港
99 SH.600320 100 振华重工
100 SH.600321 100 正源股份
101 SH.600323 100 瀚蓝环境
102 SH.600325 100 华发股份
103 SH.600329 100 中新药业
104 SH.600330 100 天通股份
105 SH.600332 100 白云山
106 SH.600335 100 国机汽车
107 SH.600340 100 华夏幸福
108 SH.600343 100 航天动力
109 SH.600348 100 阳泉煤业
110 SH.600350 100 山东高速
111 SH.600352 100 浙江龙盛
112 SH.600362 100 江西铜业
113 SH.600366 100 宁波韵升
114 SH.600369 100 西南证券
115 SH.600372 100 中航电子
116 SH.600373 100 中文传媒
117 SH.600376 100 首开股份
118 SH.600377 100 宁沪高速
119 SH.600380 100 健康元
120 SH.600383 100 金地集团
121 SH.600391 100 航发科技
122 SH.600392 100 盛和资源
123 SH.600395 100 盘江股份
124 SH.600398 100 海澜之家
125 SH.600399 100 抚顺特钢
126 SH.600406 100 国电南瑞
127 SH.600409 100 三友化工
128 SH.600410 100 华胜天成
129 SH.600418 100 江淮汽车
130 SH.600422 100 昆药集团
131 SH.600426 100 华鲁恒升
132 SH.600428 100 中远海特
133 SH.600435 100 北方导航
134 SH.600438 100 通威股份
135 SH.600458 100 时代新材
136 SH.600460 100 士兰微
137 SH.600466 100 蓝光发展
138 SH.600478 100 科力远
