 code lot_size stock_name
0 SZ.000150 100 宜华健康
1 SZ.000526 100 *ST紫学
2 SZ.000534 100 万泽股份
3 SZ.000536 100 华映科技
4 SZ.000547 100 航天发展
5 SZ.000592 100 平潭发展
6 SZ.000632 100 三木集团
7 SZ.000663 100 永安林业
8 SZ.000671 100 阳光城
9 SZ.000690 100 宝新能源
10 SZ.000701 100 厦门信达
11 SZ.000732 100 泰禾集团
12 SZ.000753 100 漳州发展
13 SZ.000789 100 万年青
14 SZ.000797 100 中国武夷
15 SZ.000823 100 超声电子
16 SZ.000829 100 天音控股
17 SZ.000905 100 厦门港务
18 SZ.000993 100 闽东电力
19 SZ.000997 100 新大陆
20 SZ.002012 100 凯恩股份
21 SZ.002029 100 七匹狼
22 SZ.002031 100 巨轮智能
23 SZ.002064 100 华峰氨纶
24 SZ.002070 100 *ST众和
25 SZ.002093 100 国脉科技
26 SZ.002098 100 浔兴股份
27 SZ.002102 100 冠福股份
28 SZ.002110 100 三钢闽光
29 SZ.002154 100 报喜鸟
30 SZ.002167 100 东方锆业
31 SZ.002174 100 游族网络
32 SZ.002196 100 方正电机
33 SZ.002198 100 嘉应制药
34 SZ.002212 100 南洋股份
35 SZ.002222 100 福晶科技
36 SZ.002228 100 合兴包装
37 SZ.002229 100 鸿博股份
38 SZ.002233 100 塔牌集团
39 SZ.002235 100 安妮股份
40 SZ.002264 100 新华都
41 SZ.002288 100 超华科技
42 SZ.002292 100 奥飞娱乐
43 SZ.002299 100 圣农发展
44 SZ.002300 100 太阳电缆
45 SZ.002335 100 科华恒盛
46 SZ.002345 100 潮宏基
47 SZ.002348 100 高乐股份
48 SZ.002378 100 章源钨业
49 SZ.002387 100 黑牛食品
50 SZ.002396 100 星网锐捷
51 SZ.002398 100 建研集团
52 SZ.002417 100 三元达
53 SZ.002425 100 凯撒文化
54 SZ.002433 100 太安堂
55 SZ.002441 100 众业达
56 SZ.002474 100 榕基软件
57 SZ.002495 100 佳隆股份
58 SZ.002502 100 骅威文化
59 SZ.002509 100 天广中茂
60 SZ.002517 100 恺英网络
61 SZ.002529 100 海源机械
62 SZ.002563 100 森马服饰
63 SZ.002575 100 群兴玩具
64 SZ.002578 100 闽发铝业
65 SZ.002584 100 西陇科学
66 SZ.002593 100 日上集团
67 SZ.002614 100 奥佳华
68 SZ.002626 100 金达威
69 SZ.002629 100 仁智股份
70 SZ.002639 100 雪人股份
71 SZ.002674 100 兴业科技
72 SZ.002679 100 福建金森
73 SZ.002682 100 龙洲股份
74 SZ.002684 100 猛狮科技
75 SZ.002687 100 乔治白
76 SZ.002702 100 海欣食品
77 SZ.002729 100 好利来
78 SZ.002730 100 电光科技
79 SZ.002741 100 光华科技
80 SZ.002752 100 昇兴股份
81 SZ.002759 100 天际股份
82 SZ.002762 100 金发拉比
83 SZ.002776 100 柏堡龙
84 SZ.002785 100 万里石
85 SZ.002788 100 鹭燕医药
86 SZ.002790 100 瑞尔特
87 SZ.002803 100 吉宏股份
88 SZ.002836 100 新宏泽
89 SZ.002842 100 翔鹭钨业
90 SZ.002846 100 英联股份
91 SZ.002862 100 实丰文化
92 SZ.002868 100 绿康生化
93 SZ.300032 100 金龙机电
94 SZ.300043 100 星辉娱乐
95 SZ.300051 100 三五互联
96 SZ.300056 100 三维丝
97 SZ.300057 100 万顺股份
98 SZ.300062 100 中能电气
99 SZ.300066 100 三川智慧
100 SZ.300089 100 文化长城
101 SZ.300093 100 金刚玻璃
102 SZ.300096 100 易联众
103 SZ.300102 100 乾照光电
104 SZ.300132 100 青松股份
105 SZ.300174 100 元力股份
106 SZ.300188 100 美亚柏科
107 SZ.300198 100 纳川股份
108 SZ.300257 100 开山股份
109 SZ.300281 100 金明精机
110 SZ.300283 100 温州宏丰
111 SZ.300294 100 博雅生物
112 SZ.300299 100 富春股份
113 SZ.300341 100 麦迪电气
114 SZ.300349 100 金卡智能
115 SZ.300408 100 三环集团
116 SZ.300412 100 迦南科技
117 SZ.300427 100 红相电力
118 SZ.300436 100 广生堂
119 SZ.300525 100 博思软件
120 SZ.300560 100 中富通
121 SZ.300586 100 美联新材
122 SZ.300605 100 恒锋信息
123 SZ.300628 100 亿联网络
124 SZ.300632 100 光莆股份
125 SZ.300639 100 凯普生物
126 SZ.300640 100 德艺文创
127 SZ.300648 100 星云股份
128 SZ.300650 100 太龙照明
129 SZ.300657 100 弘信电子
130 SZ.300658 100 延江股份
131 SZ.300673 100 佩蒂股份
132 SH.600033 100 福建高速
133 SH.600057 100 象屿股份
134 SH.600067 100 冠城大通
135 SH.600071 100 凤凰光学
136 SH.600103 100 青山纸业
137 SH.600113 100 浙江东日
138 SH.600153 100 建发股份
139 SH.600160 100 巨化股份
