 code lot_size stock_name
0 SZ.000002 100 万科A
1 SZ.000006 100 深振业A
2 SZ.000009 100 中国宝安
3 SZ.000031 100 中粮地产
4 SZ.000036 100 华联控股
5 SZ.000046 100 泛海控股
6 SZ.000069 100 华侨城A
7 SZ.000402 100 金融街
8 SZ.000514 100 渝开发
9 SZ.000540 100 中天金融
10 SZ.000656 100 金科股份
11 SZ.000671 100 阳光城
12 SZ.000718 100 苏宁环球
13 SZ.000732 100 泰禾集团
14 SZ.000926 100 福星股份
15 SZ.000979 100 中弘股份
16 SZ.000981 100 银亿股份
17 SZ.001979 100 招商蛇口
18 SZ.002146 100 荣盛发展
19 SZ.002244 100 滨江集团
20 SZ.002285 100 世联行
21 SZ.002305 100 南国置业
22 SH.600048 100 保利地产
23 SH.600064 100 南京高科
24 SH.600094 100 大名城
25 SH.600133 100 东湖高新
26 SH.600158 100 中体产业
27 SH.600208 100 新湖中宝
28 SH.600240 100 华业资本
29 SH.600266 100 北京城建
30 SH.600325 100 华发股份
31 SH.600340 100 华夏幸福
32 SH.600376 100 首开股份
33 SH.600383 100 金地集团
34 SH.600393 100 粤泰股份
35 SH.600415 100 小商品城
36 SH.600466 100 蓝光发展
37 SH.600503 100 华丽家族
38 SH.600565 100 迪马股份
39 SH.600606 100 绿地控股
40 SH.600639 100 浦东金桥
41 SH.600649 100 城投控股
42 SH.600663 100 陆家嘴
43 SH.600773 100 西藏城投
44 SH.600807 100 天业股份
45 SH.600823 100 世茂股份
46 SH.600848 100 上海临港
47 SH.600862 100 中航高科
48 SH.600895 100 张江高科
49 SH.601155 100 新城控股
