 code lot_size stock_name
0 SZ.000001 100 平安银行
1 SZ.000166 100 申万宏源
2 SZ.000416 100 民生控股
3 SZ.000563 100 陕国投A
4 SZ.000617 100 中油资本
5 SZ.000627 100 天茂集团
6 SZ.000686 100 东北证券
7 SZ.000712 100 锦龙股份
8 SZ.000728 100 国元证券
9 SZ.000750 100 国海证券
10 SZ.000776 100 广发证券
11 SZ.000783 100 长江证券
12 SZ.000987 100 越秀金控
13 SZ.002142 100 宁波银行
14 SZ.002500 100 山西证券
15 SZ.002647 100 民盛金科
16 SZ.002670 100 国盛金控
17 SZ.002673 100 西部证券
18 SZ.002736 100 国信证券
19 SZ.002797 100 第一创业
20 SZ.002807 100 江阴银行
21 SZ.002839 100 张家港行
