 code lot_size stock_name
0 SZ.000002 100 万科A
1 SZ.000012 100 南玻A
2 SZ.000021 100 深科技
3 SZ.000039 100 中集集团
4 SZ.000049 100 德赛电池
5 SZ.000050 100 深天马A
6 SZ.000059 100 华锦股份
7 SZ.000062 100 深圳华强
8 SZ.000063 100 中兴通讯
9 SZ.000066 100 中国长城
10 SZ.000157 100 中联重科
11 SZ.000158 100 常山北明
12 SZ.000166 100 申万宏源
13 SZ.000333 100 美的集团
14 SZ.000338 100 潍柴动力
15 SZ.000401 100 冀东水泥
16 SZ.000404 100 华意压缩
17 SZ.000413 100 东旭光电
18 SZ.000415 100 渤海金控
19 SZ.000423 100 东阿阿胶
20 SZ.000425 100 徐工机械
21 SZ.000488 100 晨鸣纸业
22 SZ.000513 100 丽珠集团
23 SZ.000528 100 柳工
24 SZ.000538 100 云南白药
25 SZ.000568 100 泸州老窖
26 SZ.000587 100 金洲慈航
27 SZ.000589 100 黔轮胎A
28 SZ.000596 100 古井贡酒
29 SZ.000630 100 铜陵有色
30 SZ.000666 100 经纬纺机
31 SZ.000683 100 远兴能源
32 SZ.000698 100 沈阳化工
33 SZ.000703 100 恒逸石化
34 SZ.000709 100 河钢股份
35 SZ.000719 100 大地传媒
36 SZ.000725 100 京东方A
37 SZ.000726 100 鲁泰A
38 SZ.000729 100 燕京啤酒
39 SZ.000733 100 振华科技
40 SZ.000768 100 中航飞机
41 SZ.000776 100 广发证券
42 SZ.000778 100 新兴铸管
43 SZ.000783 100 长江证券
44 SZ.000786 100 北新建材
45 SZ.000789 100 万年青
46 SZ.000825 100 太钢不锈
47 SZ.000826 100 启迪桑德
48 SZ.000830 100 鲁西化工
49 SZ.000858 100 五粮液
50 SZ.000860 100 顺鑫农业
51 SZ.000876 100 新希望
52 SZ.000878 100 云南铜业
53 SZ.000895 100 双汇发展
54 SZ.000898 100 鞍钢股份
55 SZ.000901 100 航天科技
56 SZ.000910 100 大亚圣象
57 SZ.000917 100 电广传媒
58 SZ.000938 100 紫光股份
59 SZ.000951 100 中国重汽
60 SZ.000977 100 浪潮信息
61 SZ.000999 100 华润三九
62 SZ.002002 100 鸿达兴业
63 SZ.002004 100 华邦健康
64 SZ.002008 100 大族激光
65 SZ.002010 100 传化智联
66 SZ.002011 100 盾安环境
67 SZ.002013 100 中航机电
68 SZ.002018 100 华信国际
69 SZ.002024 100 苏宁云商
70 SZ.002042 100 华孚时尚
71 SZ.002050 100 三花智控
72 SZ.002065 100 东华软件
73 SZ.002078 100 太阳纸业
74 SZ.002080 100 中材科技
75 SZ.002092 100 中泰化学
76 SZ.002120 100 韵达股份
77 SZ.002135 100 东南网架
78 SZ.002157 100 正邦科技
79 SZ.002183 100 怡亚通
80 SZ.002185 100 华天科技
81 SZ.002204 100 大连重工
82 SZ.002210 100 飞马国际
83 SZ.002217 100 合力泰
84 SZ.002236 100 大华股份
85 SZ.002241 100 歌尔股份
86 SZ.002249 100 大洋电机
87 SZ.002269 100 美邦服饰
88 SZ.002271 100 东方雨虹
89 SZ.002299 100 圣农发展
90 SZ.002302 100 西部建设
91 SZ.002304 100 洋河股份
92 SZ.002311 100 海大集团
93 SZ.002352 100 顺丰控股
94 SZ.002384 100 东山精密
95 SZ.002385 100 大北农
96 SZ.002408 100 齐翔腾达
97 SZ.002415 100 海康威视
98 SZ.002422 100 科伦药业
99 SZ.002450 100 康得新
100 SZ.002456 100 欧菲科技
101 SZ.002468 100 申通快递
102 SZ.002475 100 立讯精密
103 SZ.002477 100 雏鹰农牧
104 SZ.002496 100 辉丰股份
105 SZ.002503 100 搜于特
106 SZ.002506 100 协鑫集成
107 SZ.002539 100 云图控股
108 SZ.002563 100 森马服饰
109 SZ.002567 100 唐人神
110 SZ.002588 100 史丹利
111 SZ.002624 100 完美世界
112 SZ.002714 100 牧原股份
113 SZ.002726 100 龙大肉食
114 SZ.002736 100 国信证券
115 SZ.002745 100 木林森
116 SZ.002831 100 裕同科技
117 SZ.002841 100 视源股份
118 SZ.300068 100 南都电源
119 SZ.300070 100 碧水源
120 SZ.300072 100 三聚环保
121 SZ.300115 100 长盈精密
122 SZ.300118 100 东方日升
123 SZ.300207 100 欣旺达
124 SZ.300226 100 上海钢联
125 SZ.300433 100 蓝思科技
126 SZ.300498 100 温氏股份
127 SH.600008 100 首创股份
128 SH.600011 100 华能国际
129 SH.600019 100 宝钢股份
130 SH.600022 100 山东钢铁
131 SH.600026 100 中远海能
132 SH.600027 100 华电国际
133 SH.600028 100 中国石化
134 SH.600029 100 南方航空
135 SH.600030 100 中信证券
136 SH.600031 100 三一重工
137 SH.600038 100 中直股份
138 SH.600057 100 象屿股份
139 SH.600062 100 华润双鹤
140 SH.600075 100 新疆天业
141 SH.600079 100 人福医药
142 SH.600085 100 同仁堂
143 SH.600086 100 东方金钰
144 SH.600089 100 特变电工
145 SH.600093 100 易见股份
146 SH.600096 100 云天化
147 SH.600104 100 上汽集团
148 SH.600118 100 中国卫星
149 SH.600125 100 铁龙物流
150 SH.600129 100 太极集团
151 SH.600141 100 兴发集团
152 SH.600143 100 金发科技
153 SH.600160 100 巨化股份
154 SH.600176 100 中国巨石
155 SH.600180 100 瑞茂通
156 SH.600183 100 生益科技
157 SH.600188 100 兖州煤业
158 SH.600196 100 复星医药
159 SH.600233 100 圆通速递
160 SH.600258 100 首旅酒店
161 SH.600260 100 凯乐科技
162 SH.600267 100 海正药业
163 SH.600271 100 航天信息
164 SH.600276 100 恒瑞医药
165 SH.600297 100 广汇汽车
166 SH.600299 100 安迪苏
167 SH.600308 100 华泰股份
168 SH.600309 100 万华化学
169 SH.600320 100 振华重工
170 SH.600329 100 中新药业
171 SH.600346 100 恒力股份
172 SH.600352 100 浙江龙盛
173 SH.600362 100 江西铜业
174 SH.600372 100 中航电子
175 SH.600373 100 中文传媒
176 SH.600380 100 健康元
177 SH.600387 100 海越股份
178 SH.600388 100 龙净环保
179 SH.600390 100 五矿资本
180 SH.600398 100 海澜之家
181 SH.600409 100 三友化工
182 SH.600420 100 现代制药
183 SH.600426 100 华鲁恒升
184 SH.600428 100 中远海特
185 SH.600429 100 三元股份
186 SH.600438 100 通威股份
187 SH.600458 100 时代新材
188 SH.600469 100 风神股份
189 SH.600487 100 亨通光电
190 SH.600496 100 精工钢构
191 SH.600498 100 烽火通信
192 SH.600500 100 中化国际
193 SH.600507 100 方大特钢
194 SH.600518 100 康美药业
195 SH.600519 100 贵州茅台
196 SH.600522 100 中天科技
197 SH.600528 100 中铁工业
198 SH.600535 100 天士力
199 SH.600551 100 时代出版
200 SH.600567 100 山鹰纸业
201 SH.600572 100 康恩贝
202 SH.600582 100 天地科技
203 SH.600584 100 长电科技
204 SH.600585 100 海螺水泥
205 SH.600587 100 新华医疗
206 SH.600597 100 光明乳业
207 SH.600600 100 青岛啤酒
208 SH.600601 100 方正科技
209 SH.600606 100 绿地控股
210 SH.600611 100 大众交通
211 SH.600612 100 老凤祥
212 SH.600618 100 氯碱化工
213 SH.600623 100 华谊集团
214 SH.600662 100 强生控股
215 SH.600667 100 太极实业
216 SH.600687 100 刚泰控股
217 SH.600688 100 上海石化
218 SH.600690 100 青岛海尔
219 SH.600703 100 三安光电
220 SH.600718 100 东软集团
221 SH.600737 100 中粮糖业
222 SH.600745 100 闻泰科技
223 SH.600751 100 天海投资
224 SH.600754 100 锦江股份
225 SH.600757 100 长江传媒
226 SH.600758 100 红阳能源
227 SH.600761 100 安徽合力
228 SH.600787 100 中储股份
229 SH.600801 100 华新水泥
230 SH.600803 100 新奥股份
231 SH.600804 100 鹏博士
232 SH.600810 100 神马股份
233 SH.600811 100 东方集团
234 SH.600812 100 华北制药
235 SH.600837 100 海通证券
236 SH.600850 100 华东电脑
237 SH.600873 100 梅花生物
238 SH.600879 100 航天电子
239 SH.600881 100 亚泰集团
240 SH.600887 100 伊利股份
241 SH.600893 100 航发动力
242 SH.600917 100 重庆燃气
243 SH.600958 100 东方证券
244 SH.600966 100 博汇纸业
245 SH.600967 100 内蒙一机
246 SH.600977 100 中国电影
247 SH.600978 100 宜华生活
248 SH.600981 100 汇鸿集团
249 SH.600986 100 科达股份
250 SH.601006 100 大秦铁路
251 SH.601012 100 隆基股份
252 SH.601038 100 一拖股份
253 SH.601058 100 赛轮金宇
254 SH.601098 100 中南传媒
255 SH.601111 100 中国国航
256 SH.601118 100 海南橡胶
257 SH.601139 100 深圳燃气
258 SH.601158 100 重庆水务
259 SH.601163 100 三角轮胎
260 SH.601211 100 国泰君安
261 SH.601231 100 环旭电子
262 SH.601233 100 桐昆股份
263 SH.601258 100 庞大集团
264 SH.601318 100 中国平安
265 SH.601333 100 广深铁路
266 SH.601339 100 百隆东方
267 SH.601377 100 兴业证券
268 SH.601398 100 工商银行
269 SH.601607 100 上海医药
270 SH.601628 100 中国人寿
271 SH.601636 100 旗滨集团
272 SH.601668 100 中国建筑
273 SH.601688 100 华泰证券
274 SH.601718 100 际华集团
275 SH.601727 100 上海电气
276 SH.601766 100 中国中车
277 SH.601788 100 光大证券
278 SH.601801 100 皖新传媒
279 SH.601811 100 新华文轩
280 SH.601866 100 中远海发
281 SH.601881 100 中国银河
282 SH.601898 100 中煤能源
283 SH.601899 100 紫金矿业
284 SH.601919 100 中远海控
285 SH.601928 100 凤凰传媒
286 SH.601966 100 玲珑轮胎
287 SH.601991 100 大唐发电
288 SH.601992 100 金隅股份
289 SH.603001 100 奥康国际
290 SH.603003 100 龙宇燃油
291 SH.603116 100 红蜻蜓
292 SH.603118 100 共进股份
293 SH.603128 100 华贸物流
294 SH.603225 100 新凤鸣
295 SH.603288 100 海天味业
296 SH.603609 100 禾丰牧业
297 SH.603833 100 欧派家居
298 SH.603858 100 步长制药
299 SH.603877 100 太平鸟
