 code lot_size stock_name
0 SZ.000559 100 万向钱潮
1 SZ.000963 100 华东医药
2 SZ.002001 100 新和成
3 SZ.002032 100 苏泊尔
4 SZ.002050 100 三花智控
5 SZ.002085 100 万丰奥威
6 SZ.002120 100 韵达股份
7 SZ.002142 100 宁波银行
8 SZ.002236 100 大华股份
9 SZ.002273 100 水晶光电
10 SZ.002372 100 伟星新材
11 SZ.002415 100 海康威视
12 SZ.002493 100 荣盛石化
13 SZ.002508 100 老板电器
14 SZ.002563 100 森马服饰
15 SZ.002624 100 完美世界
16 SZ.300244 100 迪安诊断
17 SH.600176 100 中国巨石
18 SH.600208 100 新湖中宝
19 SH.600352 100 浙江龙盛
20 SH.600415 100 小商品城
21 SH.600477 100 杭萧钢构
22 SH.600633 100 浙数文化
23 SH.600797 100 浙大网新
24 SH.601018 100 宁波港
25 SH.601877 100 正泰电器
26 SH.603225 100 新凤鸣
27 SH.603298 100 杭叉集团
28 SH.603799 100 华友钴业
29 SH.603806 100 福斯特
