 code lot_size stock_name
0 SZ.000021 100 深科技
1 SZ.000028 100 国药一致
2 SZ.000031 100 中粮地产
3 SZ.000050 100 深天马A
4 SZ.000059 100 华锦股份
5 SZ.000066 100 中国长城
6 SZ.000069 100 华侨城A
7 SZ.000166 100 申万宏源
8 SZ.000400 100 许继电气
9 SZ.000423 100 东阿阿胶
10 SZ.000617 100 中油资本
11 SZ.000625 100 长安汽车
12 SZ.000727 100 华东科技
13 SZ.000738 100 航发控制
14 SZ.000751 100 锌业股份
15 SZ.000758 100 中色股份
16 SZ.000768 100 中航飞机
17 SZ.000778 100 新兴铸管
18 SZ.000786 100 北新建材
19 SZ.000799 100 酒鬼酒
20 SZ.000800 100 一汽轿车
21 SZ.000822 100 山东海化
22 SZ.000839 100 中信国安
23 SZ.000877 100 天山股份
24 SZ.000878 100 云南铜业
25 SZ.000898 100 鞍钢股份
26 SZ.000901 100 航天科技
27 SZ.000930 100 中粮生化
28 SZ.000969 100 安泰科技
29 SZ.000998 100 隆平高科
30 SZ.000999 100 华润三九
31 SZ.001979 100 招商蛇口
32 SZ.002013 100 中航机电
33 SZ.002025 100 航天电器
34 SZ.002049 100 紫光国芯
35 SZ.002051 100 中工国际
36 SZ.002179 100 中航光电
37 SZ.002190 100 成飞集成
38 SZ.002246 100 北化股份
39 SZ.002268 100 卫士通
40 SZ.002281 100 光迅科技
41 SZ.002302 100 西部建设
42 SZ.002305 100 南国置业
43 SZ.002368 100 太极股份
44 SZ.002415 100 海康威视
45 SZ.002643 100 万润股份
46 SZ.300024 100 机器人
47 SZ.300073 100 当升科技
48 SZ.300212 100 易华录
49 SZ.300291 100 华录百纳
