 code lot_size stock_name
0 SH.600031 100 三一重工
1 SH.600089 100 特变电工
2 SH.600111 100 北方稀土
3 SH.600188 100 兖州煤业
4 SH.600219 100 南山铝业
5 SH.600259 100 广晟有色
6 SH.600312 100 平高电气
7 SH.600338 100 西藏珠峰
8 SH.600348 100 阳泉煤业
9 SH.600362 100 江西铜业
10 SH.600406 100 国电南瑞
11 SH.600416 100 湘电股份
12 SH.600482 100 中国动力
13 SH.600489 100 中金黄金
14 SH.600490 100 鹏欣资源
15 SH.600497 100 驰宏锌锗
16 SH.600516 100 方大炭素
17 SH.600525 100 长园集团
18 SH.600528 100 中铁工业
19 SH.600547 100 山东黄金
20 SH.600549 100 厦门钨业
21 SH.600550 100 保变电气
22 SH.600582 100 天地科技
23 SH.600614 100 鹏起科技
24 SH.600685 100 中船防务
25 SH.600758 100 红阳能源
26 SH.600875 100 东方电气
27 SH.600884 100 杉杉股份
28 SH.601011 100 宝泰隆
29 SH.601012 100 隆基股份
30 SH.601020 100 华钰矿业
31 SH.601088 100 中国神华
32 SH.601168 100 西部矿业
33 SH.601225 100 陕西煤业
34 SH.601600 100 中国铝业
35 SH.601608 100 中信重工
36 SH.601666 100 平煤股份
37 SH.601699 100 潞安环能
38 SH.601727 100 上海电气
39 SH.601766 100 中国中车
40 SH.601877 100 正泰电器
41 SH.601898 100 中煤能源
42 SH.601899 100 紫金矿业
43 SH.601958 100 金钼股份
44 SH.601989 100 中国重工
45 SH.603113 100 金能科技
46 SH.603218 100 日月股份
47 SH.603298 100 杭叉集团
48 SH.603556 100 海兴电力
49 SH.603993 100 洛阳钼业
