 code lot_size stock_name
0 SZ.000001 100 平安银行
1 SZ.000002 100 万科A
2 SZ.000060 100 中金岭南
3 SZ.000159 100 国际实业
4 SZ.000338 100 潍柴动力
5 SZ.000423 100 东阿阿胶
6 SZ.000426 100 兴业矿业
7 SZ.000428 100 华天酒店
8 SZ.000430 100 张家界
9 SZ.000524 100 岭南控股
10 SZ.000538 100 云南白药
11 SZ.000550 100 江铃汽车
12 SZ.000552 100 靖远煤电
13 SZ.000554 100 泰山石油
14 SZ.000559 100 万向钱潮
15 SZ.000568 100 泸州老窖
16 SZ.000571 100 新大洲A
17 SZ.000572 100 海马汽车
18 SZ.000581 100 威孚高科
19 SZ.000610 100 西安旅游
20 SZ.000612 100 焦作万方
21 SZ.000623 100 吉林敖东
22 SZ.000625 100 长安汽车
23 SZ.000630 100 铜陵有色
24 SZ.000651 100 格力电器
25 SZ.000655 100 金岭矿业
26 SZ.000683 100 远兴能源
27 SZ.000688 100 建新矿业
28 SZ.000697 100 炼石有色
29 SZ.000721 100 西安饮食
30 SZ.000723 100 美锦能源
31 SZ.000729 100 燕京啤酒
32 SZ.000758 100 中色股份
33 SZ.000762 100 西藏矿业
34 SZ.000768 100 中航飞机
35 SZ.000776 100 广发证券
36 SZ.000783 100 长江证券
37 SZ.000795 100 英洛华
38 SZ.000799 100 酒鬼酒
39 SZ.000800 100 一汽轿车
40 SZ.000802 100 北京文化
41 SZ.000807 100 云铝股份
42 SZ.000835 100 长城动漫
43 SZ.000858 100 五粮液
44 SZ.000868 100 安凯客车
45 SZ.000869 100 张裕A
46 SZ.000876 100 新希望
47 SZ.000878 100 云南铜业
48 SZ.000887 100 中鼎股份
49 SZ.000888 100 峨眉山A
50 SZ.000895 100 双汇发展
51 SZ.000898 100 鞍钢股份
52 SZ.000903 100 云内动力
53 SZ.000927 100 一汽夏利
54 SZ.000937 100 冀中能源
55 SZ.000951 100 中国重汽
56 SZ.000960 100 锡业股份
57 SZ.000969 100 安泰科技
58 SZ.000970 100 中科三环
59 SZ.000978 100 桂林旅游
60 SZ.000983 100 西山煤电
61 SZ.001696 100 宗申动力
62 SZ.002013 100 中航机电
63 SZ.002023 100 海特高新
64 SZ.002024 100 苏宁云商
65 SZ.002033 100 丽江旅游
66 SZ.002048 100 宁波华翔
67 SZ.002059 100 云南旅游
68 SZ.002128 100 露天煤业
69 SZ.002142 100 宁波银行
70 SZ.002149 100 西部材料
71 SZ.002155 100 湖南黄金
72 SZ.002159 100 三特索道
73 SZ.002167 100 东方锆业
74 SZ.002182 100 云海金属
75 SZ.002186 100 全聚德
76 SZ.002237 100 恒邦股份
77 SZ.002304 100 洋河股份
78 SZ.002306 100 *ST云网
79 SZ.002340 100 格林美
80 SZ.002344 100 海宁皮城
81 SZ.002378 100 章源钨业
82 SZ.002385 100 大北农
83 SZ.002428 100 云南锗业
84 SZ.002501 100 利源精制
85 SZ.002554 100 惠博普
86 SZ.002558 100 巨人网络
87 SZ.002570 100 贝因美
88 SZ.002594 100 比亚迪
89 SZ.002629 100 仁智股份
90 SZ.002700 100 新疆浩源
91 SZ.002755 100 东方新星
92 SZ.300084 100 海默科技
93 SZ.300101 100 振芯科技
94 SZ.300144 100 宋城演艺
95 SZ.300146 100 汤臣倍健
96 SZ.300157 100 恒泰艾普
97 SZ.300164 100 通源石油
98 SZ.300178 100 腾邦国际
99 SZ.300191 100 潜能恒信
