 code lot_size stock_name
0 SZ.000568 100 泸州老窖
1 SZ.000596 100 古井贡酒
2 SZ.000729 100 燕京啤酒
3 SZ.000848 100 承德露露
4 SZ.000858 100 五粮液
5 SZ.000860 100 顺鑫农业
6 SZ.000876 100 新希望
7 SZ.000895 100 双汇发展
8 SZ.000930 100 中粮生化
9 SZ.000998 100 隆平高科
10 SZ.002041 100 登海种业
11 SZ.002299 100 圣农发展
12 SZ.002304 100 洋河股份
13 SZ.002311 100 海大集团
14 SZ.002385 100 大北农
15 SZ.002477 100 雏鹰农牧
16 SZ.002505 100 大康农业
17 SZ.002714 100 牧原股份
18 SZ.300146 100 汤臣倍健
19 SH.600059 100 古越龙山
20 SH.600073 100 上海梅林
21 SH.600108 100 亚盛集团
22 SH.600298 100 安琪酵母
23 SH.600300 100 维维股份
24 SH.600315 100 上海家化
25 SH.600438 100 通威股份
26 SH.600519 100 贵州茅台
27 SH.600597 100 光明乳业
28 SH.600598 100 北大荒
29 SH.600600 100 青岛啤酒
30 SH.600737 100 中粮糖业
31 SH.600811 100 东方集团
32 SH.600827 100 百联股份
33 SH.600872 100 中炬高新
34 SH.600887 100 伊利股份
35 SH.601933 100 永辉超市
36 SH.603198 100 迎驾贡酒
37 SH.603369 100 今世缘
38 SH.603589 100 口子窖
