 code lot_size stock_name
0 SZ.000069 100 华侨城A
1 SZ.000156 100 华数传媒
2 SZ.000423 100 东阿阿胶
3 SZ.000503 100 海虹控股
4 SZ.000538 100 云南白药
5 SZ.000793 100 华闻传媒
6 SZ.000839 100 中信国安
7 SZ.000917 100 电广传媒
8 SZ.002027 100 分众传媒
9 SZ.002131 100 利欧股份
10 SZ.002148 100 北纬科技
11 SZ.002174 100 游族网络
12 SZ.002195 100 二三四五
13 SZ.002292 100 奥飞娱乐
14 SZ.002310 100 东方园林
15 SZ.002343 100 慈文传媒
16 SZ.002400 100 省广股份
17 SZ.002431 100 棕榈股份
18 SZ.002555 100 三七互娱
19 SZ.002558 100 巨人网络
20 SZ.002624 100 完美世界
21 SZ.002739 100 万达电影
22 SZ.300017 100 网宿科技
23 SZ.300027 100 华谊兄弟
24 SZ.300058 100 蓝色光标
25 SZ.300059 100 东方财富
26 SZ.300113 100 顺网科技
27 SZ.300133 100 华策影视
28 SZ.300144 100 宋城演艺
29 SZ.300182 100 捷成股份
30 SZ.300251 100 光线传媒
31 SZ.300315 100 掌趣科技
32 SZ.300418 100 昆仑万维
33 SZ.300431 100 暴风集团
34 SH.600037 100 歌华有线
35 SH.600085 100 同仁堂
36 SH.600138 100 中青旅
37 SH.600158 100 中体产业
38 SH.600373 100 中文传媒
39 SH.600436 100 片仔癀
40 SH.600633 100 浙数文化
41 SH.600637 100 东方明珠
42 SH.600715 100 文投控股
43 SH.600804 100 鹏博士
44 SH.600977 100 中国电影
45 SH.601098 100 中南传媒
46 SH.601801 100 皖新传媒
47 SH.601888 100 中国国旅
48 SH.601928 100 凤凰传媒
49 SH.603000 100 人民网
