 code lot_size stock_name
0 SZ.000002 100 万科A
1 SZ.000157 100 中联重科
2 SZ.000333 100 美的集团
3 SZ.000338 100 潍柴动力
4 SZ.000402 100 金融街
5 SZ.000540 100 中天金融
6 SZ.000568 100 泸州老窖
7 SZ.000625 100 长安汽车
8 SZ.000651 100 格力电器
9 SZ.000776 100 广发证券
10 SZ.000858 100 五粮液
11 SZ.000876 100 新希望
12 SZ.000895 100 双汇发展
13 SZ.002142 100 宁波银行
14 SZ.002146 100 荣盛发展
15 SZ.002304 100 洋河股份
16 SH.600011 100 华能国际
17 SH.600015 100 华夏银行
18 SH.600016 100 民生银行
19 SH.600023 100 浙能电力
20 SH.600028 100 中国石化
21 SH.600036 100 招商银行
22 SH.600048 100 保利地产
23 SH.600066 100 宇通客车
24 SH.600104 100 上汽集团
25 SH.600170 100 上海建工
26 SH.600177 100 雅戈尔
27 SH.600383 100 金地集团
28 SH.600583 100 海油工程
29 SH.600585 100 海螺水泥
30 SH.600660 100 福耀玻璃
31 SH.600674 100 川投能源
32 SH.600704 100 物产中大
33 SH.600741 100 华域汽车
34 SH.600795 100 国电电力
35 SH.600886 100 国投电力
36 SH.600887 100 伊利股份
37 SH.600900 100 长江电力
38 SH.601006 100 大秦铁路
39 SH.601088 100 中国神华
40 SH.601166 100 兴业银行
41 SH.601288 100 农业银行
42 SH.601328 100 交通银行
43 SH.601398 100 工商银行
44 SH.601601 100 中国太保
45 SH.601668 100 中国建筑
46 SH.601818 100 光大银行
47 SH.601939 100 建设银行
48 SH.601988 100 中国银行
49 SH.601998 100 中信银行
