 code lot_size stock_name
0 SZ.000001 100 平安银行
1 SZ.000002 100 万科A
2 SZ.000069 100 华侨城A
3 SZ.000166 100 申万宏源
4 SZ.000333 100 美的集团
5 SZ.000538 100 云南白药
6 SZ.000625 100 长安汽车
7 SZ.000651 100 格力电器
8 SZ.000725 100 京东方A
9 SZ.000776 100 广发证券
10 SZ.000858 100 五粮液
11 SZ.000895 100 双汇发展
12 SZ.001979 100 招商蛇口
13 SZ.002024 100 苏宁云商
14 SZ.002027 100 分众传媒
15 SZ.002252 100 上海莱士
16 SZ.002304 100 洋河股份
17 SZ.002415 100 海康威视
18 SZ.002594 100 比亚迪
19 SZ.002736 100 国信证券
20 SZ.002739 100 万达电影
21 SZ.300059 100 东方财富
22 SZ.300104 100 乐视网
23 SH.600000 100 浦发银行
24 SH.600010 100 包钢股份
25 SH.600015 100 华夏银行
26 SH.600016 100 民生银行
27 SH.600018 100 上港集团
28 SH.600019 100 宝钢股份
29 SH.600023 100 浙能电力
30 SH.600028 100 中国石化
31 SH.600030 100 中信证券
32 SH.600036 100 招商银行
33 SH.600048 100 保利地产
34 SH.600050 100 中国联通
35 SH.600104 100 上汽集团
36 SH.600276 100 恒瑞医药
37 SH.600485 100 信威集团
38 SH.600519 100 贵州茅台
39 SH.600585 100 海螺水泥
40 SH.600606 100 绿地控股
41 SH.600637 100 东方明珠
42 SH.600690 100 青岛海尔
43 SH.600795 100 国电电力
44 SH.600837 100 海通证券
45 SH.600871 100 石化油服
46 SH.600887 100 伊利股份
47 SH.600893 100 航发动力
48 SH.600900 100 长江电力
49 SH.600958 100 东方证券
50 SH.600999 100 招商证券
51 SH.601006 100 大秦铁路
52 SH.601088 100 中国神华
53 SH.601166 100 兴业银行
54 SH.601169 100 北京银行
55 SH.601186 100 中国铁建
56 SH.601211 100 国泰君安
57 SH.601288 100 农业银行
58 SH.601318 100 中国平安
59 SH.601328 100 交通银行
60 SH.601336 100 新华保险
61 SH.601390 100 中国中铁
62 SH.601398 100 工商银行
63 SH.601601 100 中国太保
64 SH.601628 100 中国人寿
65 SH.601633 100 长城汽车
66 SH.601668 100 中国建筑
67 SH.601669 100 中国电建
68 SH.601688 100 华泰证券
69 SH.601727 100 上海电气
70 SH.601766 100 中国中车
71 SH.601788 100 光大证券
72 SH.601800 100 中国交建
73 SH.601818 100 光大银行
74 SH.601857 100 中国石油
75 SH.601901 100 方正证券
76 SH.601985 100 中国核电
77 SH.601988 100 中国银行
78 SH.601989 100 中国重工
79 SH.601998 100 中信银行
